AgeGroup,StudyNo,value.Target,value.TargetNo,value.WordType,value.Proper,value.totalitems,value.correctitems,value.wrongitems,value.targetacc,value.rtrials,value.ptrials,value.btrials,value.utrials,value.rcorrecttrials,value.pcorrecttrials,value.bcorrecttrials,value.ucorrecttrials,value.racc,value.pacc,value.bacc,value.uacc,value.rmcq,value.pmcq,value.bmcq,value.umcq,value.r_know,value.r_dontknow,value.r_other,value.r_TOT,value.p_know,value.p_dontknow,value.p_other,value.p_TOT,value.b_know,value.b_dontknow,value.b_other,value.b_TOT,value.u_know,value.u_dontknow,value.u_other,value.u_TOT,value.correctmcq,value.wrongmcq,value.wrong_r,value.wrong_p,value.wrong_b,value.wrong_u,value.wrong_r_r,value.wrong_r_p,value.wrong_r_b,value.wrong_r_u,value.wrong_r_x,value.wrong_p_r,value.wrong_p_p,value.wrong_p_b,value.wrong_p_u,value.wrong_p_x,value.wrong_b_r,value.wrong_b_p,value.wrong_b_b,value.wrong_b_u,value.wrong_b_x,value.wrong_u_r,value.wrong_u_p,value.wrong_u_b,value.wrong_u_u,value.wrong_u_x,visible,value.know,value.dontknow,value.other,value.TOT,know_r_percent,know_p_percent,know_b_percent,know_u_percent,dontknow_r_percent,dontknow_p_percent,dontknow_b_percent,dontknow_u_percent,other_r_percent,other_p_percent,other_b_percent,other_u_percent,TOT_r_percent,TOT_p_percent,TOT_b_percent,TOT_u_percent,r_know_new,r_dontknow_new,r_other_new,r_TOT_new,p_know_new,p_dontknow_new,p_other_new,p_TOT_new,b_know_new,b_dontknow_new,b_other_new,b_TOT_new,u_know_new,u_dontknow_new,u_other_new,u_TOT_new
Young,1,anagram,9,N,Word,36,9,27,0.25,9,9,9,9,3,2,3,1,0.333333333,0.222222222,0.333333333,0.111111111,1,0.888888889,1,1,4,4,1,0,2,3,0,4,4,2,1,2,1,4,1,3,35,1,0,1,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,11,13,3,9,0.363636364,0.181818182,0.363636364,0.090909091,0.307692308,0.230769231,0.153846154,0.307692308,0.333333333,0,0.333333333,0.333333333,0,0.444444444,0.222222222,0.333333333,0.444444444,0.444444444,0.111111111,0,0.222222222,0.333333333,0,0.444444444,0.444444444,0.222222222,0.111111111,0.222222222,0.111111111,0.444444444,0.111111111,0.333333333
Young,1,Andes,10,PN,ProperName,36,17,19,0.472222222,9,9,9,9,4,5,5,3,0.444444444,0.555555556,0.555555556,0.333333333,0.777777778,0.888888889,0.777777778,0.777777778,5,1,2,1,5,3,0,1,6,1,0,2,3,5,1,0,29,7,2,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE,19,10,3,4,0.263157895,0.263157895,0.315789474,0.157894737,0.1,0.3,0.1,0.5,0.666666667,0,0,0.333333333,0.25,0.25,0.5,0,0.555555556,0.111111111,0.222222222,0.111111111,0.555555556,0.333333333,0,0.111111111,0.666666667,0.111111111,0,0.222222222,0.333333333,0.555555556,0.111111111,0
Young,1,auspicious,11,Adj,Word,36,0,36,0,9,9,9,9,0,0,0,0,0,0,0,0,0.555555556,0.666666667,0.444444444,0,2,4,2,1,1,5,2,1,0,5,3,1,1,1,3,4,15,21,4,3,5,9,0.25,0.5,0.25,0,0,0.666666667,0,0.333333333,0,0,0.6,0,0.4,0,0,0.666666667,0,0.333333333,0,0,FALSE,4,15,10,7,0.5,0.25,0,0.25,0.266666667,0.333333333,0.333333333,0.066666667,0.2,0.2,0.3,0.3,0.142857143,0.142857143,0.142857143,0.571428571,0.222222222,0.444444444,0.222222222,0.111111111,0.111111111,0.555555556,0.222222222,0.111111111,0,0.555555556,0.333333333,0.111111111,0.111111111,0.111111111,0.333333333,0.444444444
Young,1,banal,12,Adj,Word,36,5,31,0.138888889,9,9,9,9,1,3,1,0,0.111111111,0.333333333,0.111111111,0,0.555555556,0.666666667,0.555555556,0,5,2,1,1,6,3,0,0,2,5,1,1,3,3,1,2,16,20,4,3,4,9,0.5,0,0.5,0,0,1,0,0,0,0,0.5,0,0.5,0,0,0.888888889,0,0.111111111,0,0,FALSE,16,13,3,4,0.3125,0.375,0.125,0.1875,0.153846154,0.230769231,0.384615385,0.230769231,0.333333333,0,0.333333333,0.333333333,0.25,0,0.25,0.5,0.555555556,0.222222222,0.111111111,0.111111111,0.666666667,0.333333333,0,0,0.222222222,0.555555556,0.111111111,0.111111111,0.333333333,0.333333333,0.111111111,0.222222222
Young,1,Bangkok,13,PN,ProperName,36,18,18,0.5,9,9,9,9,5,7,5,1,0.555555556,0.777777778,0.555555556,0.111111111,0.777777778,0.888888889,0.777777778,0.888888889,4,3,1,1,5,1,2,1,6,2,1,0,2,5,0,2,30,6,2,1,2,1,0.5,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,FALSE,17,11,4,4,0.235294118,0.294117647,0.352941176,0.117647059,0.272727273,0.090909091,0.181818182,0.454545455,0.25,0.5,0.25,0,0.25,0.25,0,0.5,0.444444444,0.333333333,0.111111111,0.111111111,0.555555556,0.111111111,0.222222222,0.111111111,0.666666667,0.222222222,0.111111111,0,0.222222222,0.555555556,0,0.222222222
Young,1,barter,14,V,Word,36,25,11,0.694444444,9,9,9,9,5,9,5,6,0.555555556,1,0.555555556,0.666666667,1,1,0.777777778,0.888888889,5,2,1,1,7,0,1,1,8,0,0,1,7,0,2,0,33,3,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,FALSE,27,2,4,3,0.185185185,0.259259259,0.296296296,0.259259259,1,0,0,0,0.25,0.25,0,0.5,0.333333333,0.333333333,0.333333333,0,0.555555556,0.222222222,0.111111111,0.111111111,0.777777778,0,0.111111111,0.111111111,0.888888889,0,0,0.111111111,0.777777778,0,0.222222222,0
Young,1,Batista,15,PN,ProperName,36,2,34,0.055555556,9,9,9,9,1,0,1,0,0.111111111,0,0.111111111,0,0.666666667,0.666666667,0.666666667,0.444444444,1,5,0,3,0,5,0,4,3,6,0,0,1,7,0,1,22,14,3,3,3,5,0.666666667,0,0.333333333,0,0,0.666666667,0,0.333333333,0,0,0.666666667,0,0.333333333,0,0,0.6,0,0.4,0,0,FALSE,5,23,0,8,0.2,0,0.6,0.2,0.217391304,0.217391304,0.260869565,0.304347826,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.375,0.5,0,0.125,0.111111111,0.555555556,0,0.333333333,0,0.555555556,0,0.444444444,0.333333333,0.666666667,0,0,0.111111111,0.777777778,0,0.111111111
Young,1,bewilder,16,V,Word,36,3,33,0.083333333,9,9,9,9,1,1,1,0,0.111111111,0.111111111,0.111111111,0,0.333333333,0.333333333,0.222222222,0.333333333,2,0,5,2,3,1,5,0,5,1,2,1,0,4,2,3,11,25,6,6,7,6,0.333333333,0,0.666666667,0,0,0,0,1,0,0,0.285714286,0,0.714285714,0,0,0.333333333,0,0.666666667,0,0,FALSE,10,6,14,6,0.2,0.3,0.5,0,0,0.166666667,0.166666667,0.666666667,0.357142857,0.357142857,0.142857143,0.142857143,0.333333333,0,0.166666667,0.5,0.222222222,0,0.555555556,0.222222222,0.333333333,0.111111111,0.555555556,0,0.555555556,0.111111111,0.222222222,0.111111111,0,0.444444444,0.222222222,0.333333333
Young,1,binomial,17,N,Word,36,6,30,0.166666667,9,9,9,9,0,3,2,1,0,0.333333333,0.222222222,0.111111111,0.333333333,0.888888889,0.666666667,0.555555556,5,1,3,0,3,1,3,2,6,0,3,0,4,1,4,0,22,14,6,1,3,4,1,0,0,0,0,1,0,0,0,0,0.333333333,0,0.666666667,0,0,1,0,0,0,0,FALSE,18,3,13,2,0.277777778,0.166666667,0.333333333,0.222222222,0.333333333,0.333333333,0,0.333333333,0.230769231,0.230769231,0.230769231,0.307692308,0,1,0,0,0.555555556,0.111111111,0.333333333,0,0.333333333,0.111111111,0.333333333,0.222222222,0.666666667,0,0.333333333,0,0.444444444,0.111111111,0.444444444,0
Young,1,Caracas,18,PN,ProperName,36,5,31,0.138888889,9,9,9,9,0,1,4,0,0,0.111111111,0.444444444,0,0.333333333,0.333333333,0.777777778,0.333333333,5,2,0,2,2,6,0,1,5,2,0,2,0,7,0,2,16,20,6,6,2,6,0.5,0.166666667,0.333333333,0,0,0.666666667,0,0.333333333,0,0,1,0,0,0,0,0.5,0,0.5,0,0,FALSE,12,17,0,7,0.416666667,0.166666667,0.416666667,0,0.117647059,0.352941176,0.117647059,0.411764706,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.285714286,0.142857143,0.285714286,0.285714286,0.555555556,0.222222222,0,0.222222222,0.222222222,0.666666667,0,0.111111111,0.555555556,0.222222222,0,0.222222222,0,0.777777778,0,0.222222222
Young,1,carcass,19,N,Word,36,26,10,0.722222222,9,9,9,9,8,5,6,7,0.888888889,0.555555556,0.666666667,0.777777778,0.888888889,1,1,1,6,0,3,0,5,1,1,2,6,1,2,0,5,0,4,0,35,1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,22,2,10,2,0.272727273,0.227272727,0.272727273,0.227272727,0,0.5,0.5,0,0.3,0.1,0.2,0.4,0,1,0,0,0.666666667,0,0.333333333,0,0.555555556,0.111111111,0.111111111,0.222222222,0.666666667,0.111111111,0.222222222,0,0.555555556,0,0.444444444,0
Young,1,Carroll,20,PN,ProperName,36,8,28,0.222222222,9,9,9,9,1,5,2,0,0.111111111,0.555555556,0.222222222,0,1,0.888888889,1,1,1,6,0,2,6,2,0,1,4,2,0,3,1,4,1,3,35,1,0,1,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,12,14,1,9,0.083333333,0.5,0.333333333,0.083333333,0.428571429,0.142857143,0.142857143,0.285714286,0,0,0,1,0.222222222,0.111111111,0.333333333,0.333333333,0.111111111,0.666666667,0,0.222222222,0.666666667,0.222222222,0,0.111111111,0.444444444,0.222222222,0,0.333333333,0.111111111,0.444444444,0.111111111,0.333333333
Young,1,Carver,21,PN,ProperName,36,12,24,0.333333333,9,9,9,9,2,4,5,1,0.222222222,0.444444444,0.555555556,0.111111111,0.777777778,1,0.888888889,0.777777778,4,3,1,1,5,2,1,1,6,2,1,0,1,5,1,2,31,5,2,0,1,2,1,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,FALSE,16,12,4,4,0.25,0.3125,0.375,0.0625,0.25,0.166666667,0.166666667,0.416666667,0.25,0.25,0.25,0.25,0.25,0.25,0,0.5,0.444444444,0.333333333,0.111111111,0.111111111,0.555555556,0.222222222,0.111111111,0.111111111,0.666666667,0.222222222,0.111111111,0,0.111111111,0.555555556,0.111111111,0.222222222
Young,1,Casablanca,22,PN,ProperName,36,13,23,0.361111111,9,9,9,9,5,3,4,1,0.555555556,0.333333333,0.444444444,0.111111111,0.888888889,1,0.777777778,0.777777778,4,2,1,2,4,1,3,1,5,2,1,1,1,6,1,1,31,5,1,0,2,2,0,0,1,0,0,NA,NA,NA,NA,NA,0.5,0,0.5,0,0,0,0,1,0,0,FALSE,14,11,6,5,0.285714286,0.285714286,0.357142857,0.071428571,0.181818182,0.090909091,0.181818182,0.545454545,0.166666667,0.5,0.166666667,0.166666667,0.4,0.2,0.2,0.2,0.444444444,0.222222222,0.111111111,0.222222222,0.444444444,0.111111111,0.333333333,0.111111111,0.555555556,0.222222222,0.111111111,0.111111111,0.111111111,0.666666667,0.111111111,0.111111111
Young,1,chameleon,23,N,Word,36,26,10,0.722222222,9,9,9,9,8,5,7,6,0.888888889,0.555555556,0.777777778,0.666666667,1,1,0.888888889,0.888888889,7,0,2,0,7,1,0,1,9,0,0,0,8,0,0,1,34,2,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,FALSE,31,1,2,2,0.225806452,0.225806452,0.290322581,0.258064516,0,1,0,0,1,0,0,0,0,0.5,0,0.5,0.777777778,0,0.222222222,0,0.777777778,0.111111111,0,0.111111111,1,0,0,0,0.888888889,0,0,0.111111111
Young,1,Clay,24,PN,ProperName,36,6,30,0.166666667,9,9,9,9,2,1,3,0,0.222222222,0.111111111,0.333333333,0,0.333333333,0.666666667,0.444444444,0.333333333,4,3,1,1,1,7,0,1,3,6,0,0,1,6,1,1,16,20,6,3,5,6,1,0,0,0,0,0.333333333,0,0.666666667,0,0,0.2,0,0.8,0,0,0.333333333,0,0.666666667,0,0,FALSE,9,22,2,3,0.444444444,0.111111111,0.333333333,0.111111111,0.136363636,0.318181818,0.272727273,0.272727273,0.5,0,0,0.5,0.333333333,0.333333333,0,0.333333333,0.444444444,0.333333333,0.111111111,0.111111111,0.111111111,0.777777778,0,0.111111111,0.333333333,0.666666667,0,0,0.111111111,0.666666667,0.111111111,0.111111111
Young,1,Clemens,25,PN,ProperName,36,7,29,0.194444444,9,9,9,9,2,1,2,2,0.222222222,0.111111111,0.222222222,0.222222222,0.777777778,0.777777778,0.666666667,0.888888889,4,3,1,1,1,5,0,3,3,5,0,1,2,3,2,2,28,8,2,2,3,1,0.5,0,0.5,0,0,0,0,1,0,0,0.666666667,0,0.333333333,0,0,1,0,0,0,0,FALSE,10,16,3,7,0.4,0.1,0.3,0.2,0.1875,0.3125,0.3125,0.1875,0.333333333,0,0,0.666666667,0.142857143,0.428571429,0.142857143,0.285714286,0.444444444,0.333333333,0.111111111,0.111111111,0.111111111,0.555555556,0,0.333333333,0.333333333,0.555555556,0,0.111111111,0.222222222,0.333333333,0.222222222,0.222222222
Young,1,congruent,26,Adj,Word,36,3,33,0.083333333,9,9,9,9,0,1,1,1,0,0.111111111,0.111111111,0.111111111,0.777777778,0.555555556,0.666666667,0.777777778,1,6,2,0,2,3,2,2,1,4,1,3,3,3,3,0,25,11,2,4,3,2,0.5,0,0.5,0,0,0.75,0,0.25,0,0,0.666666667,0,0.333333333,0,0,1,0,0,0,0,FALSE,7,16,8,5,0.142857143,0.285714286,0.142857143,0.428571429,0.375,0.1875,0.25,0.1875,0.25,0.25,0.125,0.375,0,0.4,0.6,0,0.111111111,0.666666667,0.222222222,0,0.222222222,0.333333333,0.222222222,0.222222222,0.111111111,0.444444444,0.111111111,0.333333333,0.333333333,0.333333333,0.333333333,0
Young,1,covenant,27,N,Word,36,19,17,0.527777778,9,9,9,9,4,7,5,3,0.444444444,0.777777778,0.555555556,0.333333333,1,1,1,0.888888889,3,2,3,1,6,0,2,1,5,1,1,2,4,3,1,1,35,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,FALSE,18,6,7,5,0.166666667,0.333333333,0.277777778,0.222222222,0.333333333,0,0.166666667,0.5,0.428571429,0.285714286,0.142857143,0.142857143,0.2,0.2,0.4,0.2,0.333333333,0.222222222,0.333333333,0.111111111,0.666666667,0,0.222222222,0.111111111,0.555555556,0.111111111,0.111111111,0.222222222,0.444444444,0.333333333,0.111111111,0.111111111
Young,1,Cummings,28,PN,ProperName,36,8,28,0.222222222,9,9,9,9,2,1,1,4,0.222222222,0.111111111,0.111111111,0.444444444,0.333333333,0.888888889,0.666666667,0.777777778,3,6,0,0,2,7,0,0,4,3,1,1,5,4,0,0,24,12,6,1,3,2,0.666666667,0,0.166666667,0.166666667,0,0,0,1,0,0,0.666666667,0,0,0.333333333,0,0,0,1,0,0,FALSE,14,20,1,1,0.214285714,0.142857143,0.285714286,0.357142857,0.3,0.35,0.15,0.2,0,0,1,0,0,0,1,0,0.333333333,0.666666667,0,0,0.222222222,0.777777778,0,0,0.444444444,0.333333333,0.111111111,0.111111111,0.555555556,0.444444444,0,0
Young,1,Dante,29,PN,ProperName,36,22,14,0.611111111,9,9,9,9,6,5,5,6,0.666666667,0.555555556,0.555555556,0.666666667,0.888888889,0.888888889,0.888888889,1,8,1,0,0,5,1,2,1,5,2,0,2,5,1,1,2,33,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,FALSE,23,5,3,5,0.347826087,0.217391304,0.217391304,0.217391304,0.2,0.2,0.4,0.2,0,0.666666667,0,0.333333333,0,0.2,0.4,0.4,0.888888889,0.111111111,0,0,0.555555556,0.111111111,0.222222222,0.111111111,0.555555556,0.222222222,0,0.222222222,0.555555556,0.111111111,0.111111111,0.222222222
Young,1,Darfur,30,PN,ProperName,36,20,16,0.555555556,9,9,9,9,3,4,6,7,0.333333333,0.444444444,0.666666667,0.777777778,0.444444444,0.555555556,0.888888889,0.888888889,7,1,0,1,3,2,2,2,6,2,0,1,7,0,1,1,25,11,5,4,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,FALSE,23,5,3,5,0.304347826,0.130434783,0.260869565,0.304347826,0.2,0.4,0.4,0,0,0.666666667,0,0.333333333,0.2,0.4,0.2,0.2,0.777777778,0.111111111,0,0.111111111,0.333333333,0.222222222,0.222222222,0.222222222,0.666666667,0.222222222,0,0.111111111,0.777777778,0,0.111111111,0.111111111
Young,1,Dean,31,PN,ProperName,36,11,25,0.305555556,9,9,9,9,3,2,3,3,0.333333333,0.222222222,0.333333333,0.333333333,0.666666667,0.888888889,0.777777778,0.666666667,3,6,0,0,1,4,1,3,4,5,0,0,3,5,1,0,27,9,3,1,2,3,0.666666667,0,0.333333333,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0.666666667,0,0.333333333,0,0,FALSE,11,20,2,3,0.272727273,0.090909091,0.363636364,0.272727273,0.3,0.2,0.25,0.25,0,0.5,0,0.5,0,1,0,0,0.333333333,0.666666667,0,0,0.111111111,0.444444444,0.111111111,0.333333333,0.444444444,0.555555556,0,0,0.333333333,0.555555556,0.111111111,0
Young,1,default,32,V,Word,36,0,36,0,9,9,9,9,0,0,0,0,0,0,0,0,0.333333333,0.666666667,0.777777778,0.555555556,2,3,2,2,2,6,0,1,0,4,1,4,0,5,2,2,21,15,6,3,2,4,0.666666667,0,0.333333333,0,0,0.666666667,0,0.333333333,0,0,0.5,0,0.5,0,0,0.5,0,0.25,0.25,0,FALSE,4,18,5,9,0.5,0.5,0,0,0.166666667,0.333333333,0.222222222,0.277777778,0.4,0,0.2,0.4,0.222222222,0.111111111,0.444444444,0.222222222,0.222222222,0.333333333,0.222222222,0.222222222,0.222222222,0.666666667,0,0.111111111,0,0.444444444,0.111111111,0.444444444,0,0.555555556,0.222222222,0.222222222
Young,1,deference,33,N,Word,36,3,33,0.083333333,9,9,9,9,0,0,2,1,0,0,0.222222222,0.111111111,0.555555556,0.333333333,0.666666667,0.555555556,4,2,3,0,3,1,2,3,2,4,2,1,0,3,4,2,19,17,4,6,3,4,1,0,0,0,0,0.5,0.333333333,0.166666667,0,0,0.666666667,0.333333333,0,0,0,0,0.25,0.75,0,0,FALSE,9,10,11,6,0.444444444,0.333333333,0.222222222,0,0.2,0.1,0.4,0.3,0.272727273,0.181818182,0.181818182,0.363636364,0,0.5,0.166666667,0.333333333,0.444444444,0.222222222,0.333333333,0,0.333333333,0.111111111,0.222222222,0.333333333,0.222222222,0.444444444,0.222222222,0.111111111,0,0.333333333,0.444444444,0.222222222
Young,1,denigrate,34,V,Word,36,1,35,0.027777778,9,9,9,9,0,1,0,0,0,0.111111111,0,0,0.444444444,0.222222222,0.444444444,0.333333333,6,0,0,3,2,1,3,3,5,1,1,2,3,2,2,2,13,23,5,7,5,6,1,0,0,0,0,0.428571429,0.142857143,0.428571429,0,0,0.8,0,0.2,0,0,0.666666667,0,0.333333333,0,0,FALSE,16,4,6,10,0.375,0.125,0.3125,0.1875,0,0.25,0.25,0.5,0,0.5,0.166666667,0.333333333,0.3,0.3,0.2,0.2,0.666666667,0,0,0.333333333,0.222222222,0.111111111,0.333333333,0.333333333,0.555555556,0.111111111,0.111111111,0.222222222,0.333333333,0.222222222,0.222222222,0.222222222
Young,1,deplete,35,V,Word,36,9,27,0.25,9,9,9,9,0,3,4,2,0,0.333333333,0.444444444,0.222222222,0.888888889,1,1,0.888888889,3,2,3,1,3,3,1,2,3,3,3,0,3,2,2,2,34,2,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,FALSE,12,10,9,5,0.25,0.25,0.25,0.25,0.2,0.3,0.3,0.2,0.333333333,0.111111111,0.333333333,0.222222222,0.2,0.4,0,0.4,0.333333333,0.222222222,0.333333333,0.111111111,0.333333333,0.333333333,0.111111111,0.222222222,0.333333333,0.333333333,0.333333333,0,0.333333333,0.222222222,0.222222222,0.222222222
Young,1,diverge,36,V,Word,36,5,31,0.138888889,9,9,9,9,1,1,2,1,0.111111111,0.111111111,0.222222222,0.111111111,0.777777778,1,0.888888889,1,4,3,2,0,2,2,3,2,2,5,1,1,1,4,2,2,33,3,2,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,FALSE,9,14,8,5,0.444444444,0.222222222,0.222222222,0.111111111,0.214285714,0.142857143,0.357142857,0.285714286,0.25,0.375,0.125,0.25,0,0.4,0.2,0.4,0.444444444,0.333333333,0.222222222,0,0.222222222,0.222222222,0.333333333,0.222222222,0.222222222,0.555555556,0.111111111,0.111111111,0.111111111,0.444444444,0.222222222,0.222222222
Young,1,eccentric,37,Adj,Word,36,7,29,0.194444444,9,9,9,9,0,2,2,3,0,0.222222222,0.222222222,0.333333333,0.444444444,0.444444444,0.777777778,0.888888889,6,1,2,0,3,3,3,0,5,2,0,2,3,0,5,1,23,13,5,5,2,1,1,0,0,0,0,0.8,0,0.2,0,0,0,0,1,0,0,1,0,0,0,0,FALSE,17,6,10,3,0.352941176,0.176470588,0.294117647,0.176470588,0.166666667,0.5,0.333333333,0,0.2,0.3,0,0.5,0,0,0.666666667,0.333333333,0.666666667,0.111111111,0.222222222,0,0.333333333,0.333333333,0.333333333,0,0.555555556,0.222222222,0,0.222222222,0.333333333,0,0.555555556,0.111111111
Young,1,elucidate,38,V,Word,36,1,35,0.027777778,9,9,9,9,0,0,1,0,0,0,0.111111111,0,0.111111111,0.111111111,0.222222222,0.111111111,7,1,1,0,3,1,3,2,4,2,1,2,3,2,2,2,5,31,8,8,7,8,1,0,0,0,0,1,0,0,0,0,0.857142857,0,0.142857143,0,0,1,0,0,0,0,FALSE,17,6,7,6,0.411764706,0.176470588,0.235294118,0.176470588,0.166666667,0.166666667,0.333333333,0.333333333,0.142857143,0.428571429,0.142857143,0.285714286,0,0.333333333,0.333333333,0.333333333,0.777777778,0.111111111,0.111111111,0,0.333333333,0.111111111,0.333333333,0.222222222,0.444444444,0.222222222,0.111111111,0.222222222,0.333333333,0.222222222,0.222222222,0.222222222
Young,1,embryology,39,N,Word,36,4,32,0.111111111,9,9,9,9,1,1,0,2,0.111111111,0.111111111,0,0.222222222,0.888888889,0.777777778,1,0.777777778,5,3,1,0,4,2,0,3,1,5,2,1,6,1,1,1,31,5,1,2,0,2,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,FALSE,16,11,4,5,0.3125,0.25,0.0625,0.375,0.272727273,0.181818182,0.454545455,0.090909091,0.25,0,0.5,0.25,0,0.6,0.2,0.2,0.555555556,0.333333333,0.111111111,0,0.444444444,0.222222222,0,0.333333333,0.111111111,0.555555556,0.222222222,0.111111111,0.666666667,0.111111111,0.111111111,0.111111111
Young,1,epithet,40,N,Word,36,0,36,0,9,9,9,9,0,0,0,0,0,0,0,0,0.222222222,0.222222222,0.333333333,0.333333333,2,3,0,4,1,4,3,1,4,4,1,0,2,3,3,1,10,26,7,7,6,6,0.571428571,0,0.428571429,0,0,0.714285714,0.142857143,0,0.142857143,0,0.333333333,0,0.666666667,0,0,0.333333333,0,0.666666667,0,0,FALSE,9,14,7,6,0.222222222,0.111111111,0.444444444,0.222222222,0.214285714,0.285714286,0.285714286,0.214285714,0,0.428571429,0.142857143,0.428571429,0.666666667,0.166666667,0,0.166666667,0.222222222,0.333333333,0,0.444444444,0.111111111,0.444444444,0.333333333,0.111111111,0.444444444,0.444444444,0.111111111,0,0.222222222,0.333333333,0.333333333,0.111111111
Young,1,facetious,41,Adj,Word,36,0,36,0,9,9,9,9,0,0,0,0,0,0,0,0,0.111111111,0.222222222,0.222222222,0.444444444,6,1,1,1,0,4,4,1,2,3,1,3,2,5,0,2,9,27,8,7,7,5,0.625,0,0.375,0,0,1,0,0,0,0,0.428571429,0,0.571428571,0,0,0.2,0,0.8,0,0,FALSE,10,13,6,7,0.6,0,0.2,0.2,0.076923077,0.307692308,0.230769231,0.384615385,0.166666667,0.666666667,0.166666667,0,0.142857143,0.142857143,0.428571429,0.285714286,0.666666667,0.111111111,0.111111111,0.111111111,0,0.444444444,0.444444444,0.111111111,0.222222222,0.333333333,0.111111111,0.333333333,0.222222222,0.555555556,0,0.222222222
Young,1,fervent,42,Adj,Word,36,0,36,0,9,9,9,9,0,0,0,0,0,0,0,0,0.666666667,0.555555556,0.666666667,0.555555556,1,1,6,1,0,1,3,5,2,3,2,2,0,3,4,2,22,14,3,4,3,4,0.666666667,0,0.333333333,0,0,0.75,0,0.25,0,0,0.666666667,0,0.333333333,0,0,0.5,0.25,0.25,0,0,FALSE,3,8,15,10,0.333333333,0,0.666666667,0,0.125,0.125,0.375,0.375,0.4,0.2,0.133333333,0.266666667,0.1,0.5,0.2,0.2,0.111111111,0.111111111,0.666666667,0.111111111,0,0.111111111,0.333333333,0.555555556,0.222222222,0.333333333,0.222222222,0.222222222,0,0.333333333,0.444444444,0.222222222
Young,1,foliage,43,N,Word,36,0,36,0,9,9,9,9,0,0,0,0,0,0,0,0,0.777777778,0.777777778,1,0.888888889,1,6,1,1,1,5,2,1,2,2,2,3,2,6,1,0,31,5,2,2,0,1,1,0,0,0,0,0.5,0.5,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,FALSE,6,19,6,5,0.166666667,0.166666667,0.333333333,0.333333333,0.315789474,0.263157895,0.105263158,0.315789474,0.166666667,0.333333333,0.333333333,0.166666667,0.2,0.2,0.6,0,0.111111111,0.666666667,0.111111111,0.111111111,0.111111111,0.555555556,0.222222222,0.111111111,0.222222222,0.222222222,0.222222222,0.333333333,0.222222222,0.666666667,0.111111111,0
Young,1,fortuitous,44,Adj,Word,36,0,36,0,9,9,9,9,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.555555556,0.444444444,4,1,2,2,3,2,3,1,3,1,3,2,4,1,3,1,15,21,6,6,4,5,0.5,0,0.5,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,1,0,0,FALSE,14,5,11,6,0.285714286,0.214285714,0.214285714,0.285714286,0.2,0.4,0.2,0.2,0.181818182,0.272727273,0.272727273,0.272727273,0.333333333,0.166666667,0.333333333,0.166666667,0.444444444,0.111111111,0.222222222,0.222222222,0.333333333,0.222222222,0.333333333,0.111111111,0.333333333,0.111111111,0.333333333,0.222222222,0.444444444,0.111111111,0.333333333,0.111111111
Young,1,Garland,45,PN,ProperName,36,7,29,0.194444444,9,9,9,9,1,2,2,2,0.111111111,0.222222222,0.222222222,0.222222222,0.555555556,0.888888889,0.666666667,0.888888889,1,5,0,3,3,2,2,2,6,3,0,0,3,4,0,2,27,9,4,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,FALSE,13,14,2,7,0.076923077,0.230769231,0.461538462,0.230769231,0.357142857,0.142857143,0.214285714,0.285714286,0,1,0,0,0.428571429,0.285714286,0,0.285714286,0.111111111,0.555555556,0,0.333333333,0.333333333,0.222222222,0.222222222,0.222222222,0.666666667,0.333333333,0,0,0.333333333,0.444444444,0,0.222222222
