,value.AgeGroup,value.Subject,value.StudyNo,value.PrimeInstruction,value.totalitems,value.correctitems,value.wrongitems,value.targetacc,value.rtrials,value.ptrials,value.btrials,value.utrials,value.rcorrecttrials,value.pcorrecttrials,value.bcorrecttrials,value.ucorrecttrials,value.racc,value.pacc,value.bacc,value.uacc,value.rmcq,value.pmcq,value.bmcq,value.umcq,value.r_know,value.r_dontknow,value.r_other,value.r_TOT,value.p_know,value.p_dontknow,value.p_other,value.p_TOT,value.b_know,value.b_dontknow,value.b_other,value.b_TOT,value.u_know,value.u_dontknow,value.u_other,value.u_TOT,value.correct_r,value.correct_p,value.correct_b,value.correct_u,value.wrong_r,value.wrong_p,value.wrong_b,value.wrong_u,value.wrong_r_r,value.wrong_r_p,value.wrong_r_b,value.wrong_r_u,value.wrong_r_x,value.wrong_p_r,value.wrong_p_p,value.wrong_p_b,value.wrong_p_u,value.wrong_p_x,value.wrong_b_r,value.wrong_b_p,value.wrong_b_b,value.wrong_b_u,value.wrong_b_x,value.wrong_u_r,value.wrong_u_p,value.wrong_u_b,value.wrong_u_u,value.wrong_u_x,value.prop_r_r,value.prop_r_p,value.prop_r_b,value.prop_r_u,value.prop_r_x,value.prop_p_r,value.prop_p_p,value.prop_p_b,value.prop_p_u,value.prop_p_x,value.prop_b_r,value.prop_b_p,value.prop_b_b,value.prop_b_u,value.prop_b_x,value.prop_u_r,value.prop_u_p,value.prop_u_b,value.prop_u_u,value.prop_u_x,value.know,value.dontknow,value.other,value.TOT,visible,condTOTprop,num_r_TOT,num_p_TOT,num_b_TOT,num_u_TOT,condpropTOT_r,condpropTOT_p,condpropTOT_b,condpropTOT_u,know_r_percent,know_p_percent,know_b_percent,know_u_percent,dontknow_r_percent,dontknow_p_percent,dontknow_b_percent,dontknow_u_percent,other_r_percent,other_p_percent,other_b_percent,other_u_percent,TOT_r_percent,TOT_p_percent,TOT_b_percent,TOT_u_percent,r_know_new,r_dontknow_new,r_other_new,r_TOT_new,p_know_new,p_dontknow_new,p_other_new,p_TOT_new,b_know_new,b_dontknow_new,b_other_new,b_TOT_new,u_know_new,u_dontknow_new,u_other_new,u_TOT_new
140,Old,132,4,NoInstruction,100,21,79,0.21,25,25,25,25,4,4,8,5,0.16,0.16,0.32,0.2,0.52,0.76,0.6,0.72,16,6,0,3,10,5,1,9,20,4,0,1,11,3,0,11,13,19,15,18,12,6,10,7,7,0,2,0,3,4,1,0,0,1,3,0,6,0,1,6,0,0,0,1,0.583333333,0,0.166666667,0,0.25,0.666666667,0.166666667,0,0,0.166666667,0.3,0,0.6,0,0.1,0.857142857,0,0,0,0.142857143,57,18,1,24,FALSE,0.558139535,3,9,1,11,0.333333333,0.6,0.2,0.785714286,0.280701754,0.175438596,0.350877193,0.192982456,0.333333333,0.277777778,0.222222222,0.166666667,0,1,0,0,0.125,0.375,0.041666667,0.458333333,0.64,0.24,0,0.12,0.4,0.2,0.04,0.36,0.8,0.16,0,0.04,0.44,0.12,0,0.44
114,Old,133,4,NoInstruction,100,10,90,0.1,25,25,25,25,1,4,3,2,0.04,0.16,0.12,0.08,0.48,0.64,0.68,0.64,8,14,2,1,5,19,0,1,7,16,1,1,6,19,0,0,12,16,17,16,13,9,8,9,10,0,1,0,2,3,0,5,0,1,6,0,1,0,1,6,0,2,1,0,0.769230769,0,0.076923077,0,0.153846154,0.333333333,0,0.555555556,0,0.111111111,0.75,0,0.125,0,0.125,0.666666667,0,0.222222222,0.111111111,0,26,68,3,3,FALSE,0.040540541,1,1,1,0,0.058823529,0.05,0.055555556,0,0.307692308,0.192307692,0.269230769,0.230769231,0.205882353,0.279411765,0.235294118,0.279411765,0.666666667,0,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0.32,0.56,0.08,0.04,0.2,0.76,0,0.04,0.28,0.64,0.04,0.04,0.24,0.76,0,0
123,Old,134,4,NoInstruction,100,31,69,0.31,25,25,25,25,8,14,7,2,0.32,0.56,0.28,0.08,0.76,0.84,0.76,0.8,12,10,1,2,16,5,2,2,13,8,3,1,7,14,0,4,19,21,19,20,6,4,6,5,3,0,2,0,1,2,0,2,0,0,4,0,2,0,0,2,0,0,0,3,0.5,0,0.333333333,0,0.166666667,0.5,0,0.5,0,0,0.666666667,0,0.333333333,0,0,0.4,0,0,0,0.6,48,37,6,9,FALSE,0.173076923,2,2,1,4,0.153846154,0.222222222,0.083333333,0.222222222,0.25,0.333333333,0.270833333,0.145833333,0.27027027,0.135135135,0.216216216,0.378378378,0.166666667,0.333333333,0.5,0,0.222222222,0.222222222,0.111111111,0.444444444,0.48,0.4,0.04,0.08,0.64,0.2,0.08,0.08,0.52,0.32,0.12,0.04,0.28,0.56,0,0.16
132,Old,135,4,NoInstruction,100,21,79,0.21,25,25,25,25,3,9,5,4,0.12,0.36,0.2,0.16,0.68,0.76,0.56,0.76,11,8,1,5,14,11,0,0,11,10,0,4,10,14,0,1,17,19,14,19,8,6,11,6,6,0,2,0,0,4,0,1,0,1,2,0,5,0,4,3,0,0,0,3,0.75,0,0.25,0,0,0.666666667,0,0.166666667,0,0.166666667,0.181818182,0,0.454545455,0,0.363636364,0.5,0,0,0,0.5,46,43,1,10,FALSE,0.185185185,5,0,4,1,0.357142857,0,0.285714286,0.066666667,0.239130435,0.304347826,0.239130435,0.217391304,0.186046512,0.255813953,0.23255814,0.325581395,1,0,0,0,0.5,0,0.4,0.1,0.44,0.32,0.04,0.2,0.56,0.44,0,0,0.44,0.4,0,0.16,0.4,0.56,0,0.04
141,Old,136,4,NoInstruction,100,31,69,0.31,25,25,25,25,3,11,12,5,0.12,0.44,0.48,0.2,0.6,0.76,0.68,0.8,16,5,2,2,17,4,3,1,20,4,0,1,9,10,2,4,15,19,17,20,10,6,8,5,8,0,1,0,1,2,0,4,0,0,2,0,5,0,1,1,0,2,0,2,0.8,0,0.1,0,0.1,0.333333333,0,0.666666667,0,0,0.25,0,0.625,0,0.125,0.2,0,0.4,0,0.4,62,23,7,8,FALSE,0.210526316,2,1,1,4,0.222222222,0.125,0.2,0.25,0.258064516,0.274193548,0.322580645,0.14516129,0.217391304,0.173913043,0.173913043,0.434782609,0.285714286,0.428571429,0,0.285714286,0.25,0.125,0.125,0.5,0.64,0.2,0.08,0.08,0.68,0.16,0.12,0.04,0.8,0.16,0,0.04,0.36,0.4,0.08,0.16
1,Young,163,5,NotThePrime,100,14,86,0.14,25,25,25,25,4,3,4,3,0.16,0.12,0.16,0.12,0.64,0.52,0.56,0.52,8,8,5,4,5,11,6,3,9,7,7,2,3,12,8,2,16,13,14,13,9,12,11,12,3,1,5,0,0,5,1,6,0,0,8,2,1,0,0,6,3,3,0,0,0.333333333,0.111111111,0.555555556,0,0,0.416666667,0.083333333,0.5,0,0,0.727272727,0.181818182,0.090909091,0,0,0.5,0.25,0.25,0,0,25,38,26,11,FALSE,0.146666667,4,3,2,2,0.235294118,0.15,0.125,0.090909091,0.32,0.2,0.36,0.12,0.210526316,0.289473684,0.184210526,0.315789474,0.192307692,0.230769231,0.269230769,0.307692308,0.363636364,0.272727273,0.181818182,0.181818182,0.32,0.32,0.2,0.16,0.2,0.44,0.24,0.12,0.36,0.28,0.28,0.08,0.12,0.48,0.32,0.08
2,Young,164,5,NotThePrime,100,34,66,0.34,25,25,25,25,6,10,10,8,0.24,0.4,0.4,0.32,0.84,0.84,0.84,0.88,10,12,2,1,12,4,2,7,13,3,4,5,6,9,2,8,21,21,21,22,4,4,4,3,1,0,3,0,0,3,0,0,1,0,2,0,2,0,0,1,0,2,0,0,0.25,0,0.75,0,0,0.75,0,0,0.25,0,0.5,0,0.5,0,0,0.333333333,0,0.666666667,0,0,41,28,10,21,FALSE,0.355932203,1,7,5,8,0.066666667,0.538461538,0.416666667,0.421052632,0.243902439,0.292682927,0.317073171,0.146341463,0.428571429,0.142857143,0.107142857,0.321428571,0.2,0.2,0.4,0.2,0.047619048,0.333333333,0.238095238,0.380952381,0.4,0.48,0.08,0.04,0.48,0.16,0.08,0.28,0.52,0.12,0.16,0.2,0.24,0.36,0.08,0.32
3,Young,165,5,NotThePrime,100,14,86,0.14,25,25,25,25,4,6,2,2,0.16,0.24,0.08,0.08,0.36,0.88,0.6,0.36,10,5,1,9,6,11,0,8,9,5,3,8,5,11,3,6,9,22,15,9,16,3,10,16,11,0,4,1,0,2,0,1,0,0,2,1,7,0,0,7,1,7,1,0,0.6875,0,0.25,0.0625,0,0.666666667,0,0.333333333,0,0,0.2,0.1,0.7,0,0,0.4375,0.0625,0.4375,0.0625,0,30,32,7,31,FALSE,0.442857143,9,8,8,6,0.6,0.421052632,0.5,0.3,0.333333333,0.2,0.3,0.166666667,0.15625,0.34375,0.15625,0.34375,0.142857143,0,0.428571429,0.428571429,0.290322581,0.258064516,0.258064516,0.193548387,0.4,0.2,0.04,0.36,0.24,0.44,0,0.32,0.36,0.2,0.12,0.32,0.2,0.44,0.12,0.24
4,Young,166,5,NotThePrime,100,25,75,0.25,25,25,25,25,5,13,5,2,0.2,0.52,0.2,0.08,0.72,0.72,0.84,0.64,5,11,3,6,13,3,5,4,7,8,8,2,5,9,6,5,18,18,21,16,7,7,4,9,1,0,6,0,0,1,0,6,0,0,4,0,0,0,0,5,0,4,0,0,0.142857143,0,0.857142857,0,0,0.142857143,0,0.857142857,0,0,1,0,0,0,0,0.555555556,0,0.444444444,0,0,30,31,22,17,FALSE,0.242857143,6,4,2,5,0.3,0.333333333,0.111111111,0.25,0.166666667,0.433333333,0.233333333,0.166666667,0.35483871,0.096774194,0.258064516,0.290322581,0.136363636,0.227272727,0.363636364,0.272727273,0.352941176,0.235294118,0.117647059,0.294117647,0.2,0.44,0.12,0.24,0.52,0.12,0.2,0.16,0.28,0.32,0.32,0.08,0.2,0.36,0.24,0.2
5,Young,167,5,NotThePrime,100,11,89,0.11,25,25,25,25,5,2,2,2,0.2,0.08,0.08,0.08,0.76,0.6,0.72,0.6,10,4,5,6,4,9,6,6,6,5,11,3,7,8,10,0,19,15,18,15,6,10,7,10,1,0,5,0,0,6,0,3,1,0,3,1,3,0,0,10,0,0,0,0,0.166666667,0,0.833333333,0,0,0.6,0,0.3,0.1,0,0.428571429,0.142857143,0.428571429,0,0,1,0,0,0,0,27,26,32,15,FALSE,0.205479452,6,6,3,0,0.4,0.285714286,0.157894737,0,0.37037037,0.148148148,0.222222222,0.259259259,0.153846154,0.346153846,0.192307692,0.307692308,0.15625,0.1875,0.34375,0.3125,0.4,0.4,0.2,0,0.4,0.16,0.2,0.24,0.16,0.36,0.24,0.24,0.24,0.2,0.44,0.12,0.28,0.32,0.4,0
6,Young,168,5,NotThePrime,100,46,54,0.46,25,25,25,25,9,10,14,13,0.36,0.4,0.56,0.52,0.92,0.84,0.88,0.88,12,3,5,5,19,2,4,0,18,3,1,3,20,2,2,1,23,21,22,22,2,4,3,3,1,0,1,0,0,3,0,1,0,0,1,0,2,0,0,2,0,1,0,0,0.5,0,0.5,0,0,0.75,0,0.25,0,0,0.333333333,0,0.666666667,0,0,0.666666667,0,0.333333333,0,0,69,10,12,9,FALSE,0.290322581,5,0,3,1,0.384615385,0,0.428571429,0.2,0.173913043,0.275362319,0.260869565,0.289855072,0.3,0.2,0.3,0.2,0.416666667,0.333333333,0.083333333,0.166666667,0.555555556,0,0.333333333,0.111111111,0.48,0.12,0.2,0.2,0.76,0.08,0.16,0,0.72,0.12,0.04,0.12,0.8,0.08,0.08,0.04
7,Young,169,5,NotThePrime,100,25,75,0.25,25,25,25,25,4,5,7,9,0.16,0.2,0.28,0.36,0.84,0.8,0.84,0.8,9,12,1,3,10,6,4,5,8,9,3,5,12,7,3,3,21,20,21,20,4,5,4,5,2,0,2,0,0,2,0,2,1,0,3,0,1,0,0,3,0,2,0,0,0.5,0,0.5,0,0,0.4,0,0.4,0.2,0,0.75,0,0.25,0,0,0.6,0,0.4,0,0,39,34,11,16,FALSE,0.262295082,3,5,5,3,0.1875,0.333333333,0.294117647,0.230769231,0.230769231,0.256410256,0.205128205,0.307692308,0.352941176,0.176470588,0.264705882,0.205882353,0.090909091,0.363636364,0.272727273,0.272727273,0.1875,0.3125,0.3125,0.1875,0.36,0.48,0.04,0.12,0.4,0.24,0.16,0.2,0.32,0.36,0.12,0.2,0.48,0.28,0.12,0.12
8,Young,170,5,NotThePrime,100,20,80,0.2,25,25,25,25,6,11,3,0,0.24,0.44,0.12,0,0.72,0.76,0.84,0.76,11,12,2,0,13,6,3,3,9,12,2,2,8,13,3,1,18,19,21,19,7,6,4,6,5,0,2,0,0,0,1,5,0,0,4,0,0,0,0,3,1,1,1,0,0.714285714,0,0.285714286,0,0,0,0.166666667,0.833333333,0,0,1,0,0,0,0,0.5,0.166666667,0.166666667,0.166666667,0,41,43,10,6,FALSE,0.101694915,0,3,2,1,0,0.25,0.125,0.058823529,0.268292683,0.317073171,0.219512195,0.195121951,0.279069767,0.139534884,0.279069767,0.302325581,0.2,0.3,0.2,0.3,0,0.5,0.333333333,0.166666667,0.44,0.48,0.08,0,0.52,0.24,0.12,0.12,0.36,0.48,0.08,0.08,0.32,0.52,0.12,0.04
9,Young,171,5,NotThePrime,100,22,78,0.22,25,25,25,25,9,5,6,2,0.36,0.2,0.24,0.08,0.68,0.8,0.84,0.44,12,3,4,6,10,4,3,8,8,9,5,3,2,8,8,7,17,20,21,11,8,5,4,14,3,1,4,0,0,4,0,1,0,0,2,0,2,0,0,10,0,4,0,0,0.375,0.125,0.5,0,0,0.8,0,0.2,0,0,0.5,0,0.5,0,0,0.714285714,0,0.285714286,0,0,32,24,20,24,FALSE,0.352941176,6,8,3,7,0.461538462,0.533333333,0.176470588,0.304347826,0.375,0.3125,0.25,0.0625,0.125,0.166666667,0.375,0.333333333,0.2,0.15,0.25,0.4,0.25,0.333333333,0.125,0.291666667,0.48,0.12,0.16,0.24,0.4,0.16,0.12,0.32,0.32,0.36,0.2,0.12,0.08,0.32,0.32,0.28
10,Young,172,5,NotThePrime,100,7,93,0.07,25,25,25,25,1,1,2,3,0.04,0.04,0.08,0.12,0.64,0.64,0.72,0.52,2,7,13,3,1,12,8,4,5,11,6,3,1,14,4,6,16,16,18,13,9,9,7,12,4,0,5,0,0,5,0,4,0,0,3,0,4,0,0,5,1,6,0,0,0.444444444,0,0.555555556,0,0,0.555555556,0,0.444444444,0,0,0.428571429,0,0.571428571,0,0,0.416666667,0.083333333,0.5,0,0,9,44,31,16,FALSE,0.175824176,3,4,3,6,0.130434783,0.166666667,0.15,0.25,0.222222222,0.111111111,0.555555556,0.111111111,0.159090909,0.272727273,0.25,0.318181818,0.419354839,0.258064516,0.193548387,0.129032258,0.1875,0.25,0.1875,0.375,0.08,0.28,0.52,0.12,0.04,0.48,0.32,0.16,0.2,0.44,0.24,0.12,0.04,0.56,0.16,0.24
11,Young,173,5,NotThePrime,100,9,91,0.09,25,25,25,25,3,2,2,2,0.12,0.08,0.08,0.08,0.56,0.68,0.64,0.4,11,12,0,2,9,11,2,3,6,8,7,4,9,11,3,2,14,17,16,10,11,8,9,15,2,1,8,0,0,4,0,4,0,0,9,0,0,0,0,8,0,7,0,0,0.181818182,0.090909091,0.727272727,0,0,0.5,0,0.5,0,0,1,0,0,0,0,0.533333333,0,0.466666667,0,0,35,42,12,11,FALSE,0.169230769,2,3,4,2,0.142857143,0.1875,0.210526316,0.125,0.314285714,0.257142857,0.171428571,0.257142857,0.285714286,0.261904762,0.19047619,0.261904762,0,0.166666667,0.583333333,0.25,0.181818182,0.272727273,0.363636364,0.181818182,0.44,0.48,0,0.08,0.36,0.44,0.08,0.12,0.24,0.32,0.28,0.16,0.36,0.44,0.12,0.08
12,Young,174,5,NotThePrime,100,44,56,0.44,25,25,25,25,14,17,7,6,0.56,0.68,0.28,0.24,0.8,0.88,0.76,0.68,16,4,4,1,22,2,1,0,16,5,3,1,16,5,3,1,20,22,19,17,5,3,6,8,4,0,1,0,0,2,0,1,0,0,3,0,3,0,0,5,0,3,0,0,0.8,0,0.2,0,0,0.666666667,0,0.333333333,0,0,0.5,0,0.5,0,0,0.625,0,0.375,0,0,70,16,11,3,FALSE,0.1,1,0,1,1,0.111111111,0,0.111111111,0.111111111,0.228571429,0.314285714,0.228571429,0.228571429,0.25,0.125,0.3125,0.3125,0.363636364,0.090909091,0.272727273,0.272727273,0.333333333,0,0.333333333,0.333333333,0.64,0.16,0.16,0.04,0.88,0.08,0.04,0,0.64,0.2,0.12,0.04,0.64,0.2,0.12,0.04
13,Young,175,5,NotThePrime,100,21,79,0.21,25,25,25,25,8,2,10,1,0.32,0.08,0.4,0.04,0.8,0.72,0.64,0.52,11,8,4,2,6,10,5,4,11,8,6,0,4,15,3,3,20,18,16,13,5,7,9,12,4,0,1,0,0,5,0,2,0,0,4,0,5,0,0,9,0,3,0,0,0.8,0,0.2,0,0,0.714285714,0,0.285714286,0,0,0.444444444,0,0.555555556,0,0,0.75,0,0.25,0,0,32,41,18,9,FALSE,0.132352941,2,4,0,3,0.142857143,0.210526316,0,0.142857143,0.34375,0.1875,0.34375,0.125,0.195121951,0.243902439,0.195121951,0.365853659,0.222222222,0.277777778,0.333333333,0.166666667,0.222222222,0.444444444,0,0.333333333,0.44,0.32,0.16,0.08,0.24,0.4,0.2,0.16,0.44,0.32,0.24,0,0.16,0.6,0.12,0.12
14,Young,176,5,NotThePrime,100,21,79,0.21,25,25,25,25,3,5,7,6,0.12,0.2,0.28,0.24,0.88,0.76,0.72,0.72,6,14,2,3,5,10,9,1,10,12,2,1,5,12,6,2,22,19,18,18,3,6,7,7,2,0,1,0,0,4,0,2,0,0,6,0,1,0,0,2,0,5,0,0,0.666666667,0,0.333333333,0,0,0.666666667,0,0.333333333,0,0,0.857142857,0,0.142857143,0,0,0.285714286,0,0.714285714,0,0,26,48,19,7,FALSE,0.094594595,3,1,1,2,0.157894737,0.05,0.066666667,0.1,0.230769231,0.192307692,0.384615385,0.192307692,0.291666667,0.208333333,0.25,0.25,0.105263158,0.473684211,0.105263158,0.315789474,0.428571429,0.142857143,0.142857143,0.285714286,0.24,0.56,0.08,0.12,0.2,0.4,0.36,0.04,0.4,0.48,0.08,0.04,0.2,0.48,0.24,0.08
15,Young,177,5,NotThePrime,100,34,66,0.34,25,25,25,25,10,15,3,6,0.4,0.6,0.12,0.24,0.92,0.96,0.84,0.68,3,3,11,8,10,6,6,3,3,2,11,9,2,5,14,4,23,24,21,17,2,1,4,8,1,0,0,1,0,1,0,0,0,0,3,0,1,0,0,2,0,6,0,0,0.5,0,0,0.5,0,1,0,0,0,0,0.75,0,0.25,0,0,0.25,0,0.75,0,0,18,16,42,24,FALSE,0.292682927,8,3,9,4,0.363636364,0.2,0.409090909,0.173913043,0.166666667,0.555555556,0.166666667,0.111111111,0.1875,0.375,0.125,0.3125,0.261904762,0.142857143,0.261904762,0.333333333,0.333333333,0.125,0.375,0.166666667,0.12,0.12,0.44,0.32,0.4,0.24,0.24,0.12,0.12,0.08,0.44,0.36,0.08,0.2,0.56,0.16
16,Young,178,5,NotThePrime,100,13,87,0.13,25,25,25,25,3,6,3,1,0.12,0.24,0.12,0.04,0.84,0.72,0.8,0.76,4,10,3,8,7,7,5,6,6,6,6,7,4,11,3,7,21,18,20,19,4,7,5,6,0,0,4,0,0,2,0,4,0,1,4,0,1,0,0,5,0,1,0,0,0,0,1,0,0,0.285714286,0,0.571428571,0,0.142857143,0.8,0,0.2,0,0,0.833333333,0,0.166666667,0,0,21,34,17,28,FALSE,0.35443038,8,6,7,7,0.380952381,0.333333333,0.368421053,0.333333333,0.19047619,0.333333333,0.285714286,0.19047619,0.294117647,0.205882353,0.176470588,0.323529412,0.176470588,0.294117647,0.352941176,0.176470588,0.285714286,0.214285714,0.25,0.25,0.16,0.4,0.12,0.32,0.28,0.28,0.2,0.24,0.24,0.24,0.24,0.28,0.16,0.44,0.12,0.28
17,Young,179,5,NotThePrime,100,22,78,0.22,25,25,25,25,10,6,4,2,0.4,0.24,0.16,0.08,0.68,0.8,0.88,0.68,15,3,6,1,10,7,7,1,6,9,8,2,4,13,4,4,17,20,22,17,8,5,3,8,2,0,6,0,0,3,0,2,0,0,2,0,1,0,0,4,0,4,0,0,0.25,0,0.75,0,0,0.6,0,0.4,0,0,0.666666667,0,0.333333333,0,0,0.5,0,0.5,0,0,35,32,25,8,FALSE,0.123076923,1,1,2,4,0.1,0.066666667,0.105263158,0.19047619,0.428571429,0.285714286,0.171428571,0.114285714,0.09375,0.21875,0.28125,0.40625,0.24,0.28,0.32,0.16,0.125,0.125,0.25,0.5,0.6,0.12,0.24,0.04,0.4,0.28,0.28,0.04,0.24,0.36,0.32,0.08,0.16,0.52,0.16,0.16
18,Young,180,5,NotThePrime,100,34,66,0.34,25,25,25,25,7,8,10,9,0.28,0.32,0.4,0.36,0.72,0.8,0.8,0.92,8,7,4,6,7,6,5,7,12,3,6,4,7,3,5,10,18,20,20,23,7,5,5,2,5,0,2,0,0,1,0,4,0,0,1,0,4,0,0,0,1,1,0,0,0.714285714,0,0.285714286,0,0,0.2,0,0.8,0,0,0.2,0,0.8,0,0,0,0.5,0.5,0,0,34,19,20,27,FALSE,0.409090909,6,7,4,10,0.352941176,0.388888889,0.307692308,0.555555556,0.235294118,0.205882353,0.352941176,0.205882353,0.368421053,0.315789474,0.157894737,0.157894737,0.2,0.25,0.3,0.25,0.222222222,0.259259259,0.148148148,0.37037037,0.32,0.28,0.16,0.24,0.28,0.24,0.2,0.28,0.48,0.12,0.24,0.16,0.28,0.12,0.2,0.4
19,Young,181,5,NotThePrime,100,20,80,0.2,25,25,25,25,4,7,2,7,0.16,0.28,0.08,0.28,0.64,0.84,0.64,0.52,11,10,3,1,11,6,8,0,13,6,6,0,13,8,3,1,16,21,16,13,9,4,9,12,9,0,0,0,0,2,1,1,0,0,3,0,6,0,0,5,0,6,1,0,1,0,0,0,0,0.5,0.25,0.25,0,0,0.333333333,0,0.666666667,0,0,0.416666667,0,0.5,0.083333333,0,48,30,20,2,FALSE,0.038461538,1,0,0,1,0.071428571,0,0,0.083333333,0.229166667,0.229166667,0.270833333,0.270833333,0.333333333,0.2,0.2,0.266666667,0.15,0.4,0.3,0.15,0.5,0,0,0.5,0.44,0.4,0.12,0.04,0.44,0.24,0.32,0,0.52,0.24,0.24,0,0.52,0.32,0.12,0.04
20,Young,182,5,NotThePrime,100,28,72,0.28,25,25,25,25,8,11,7,2,0.32,0.44,0.28,0.08,0.76,0.64,0.84,0.76,12,11,2,0,19,3,3,0,11,10,4,0,5,11,7,2,19,16,21,19,6,9,4,6,0,0,6,0,0,5,0,4,0,0,4,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0.555555556,0,0.444444444,0,0,1,0,0,0,0,0.666666667,0,0.333333333,0,0,47,35,16,2,FALSE,0.037735849,0,0,0,2,0,0,0,0.1,0.255319149,0.404255319,0.234042553,0.106382979,0.314285714,0.085714286,0.285714286,0.314285714,0.125,0.1875,0.25,0.4375,0,0,0,1,0.48,0.44,0.08,0,0.76,0.12,0.12,0,0.44,0.4,0.16,0,0.2,0.44,0.28,0.08
21,Young,183,5,NotThePrime,100,26,74,0.26,25,25,25,25,5,8,10,3,0.2,0.32,0.4,0.12,0.76,0.84,0.96,0.72,15,6,4,0,17,5,3,0,16,7,2,0,12,9,4,0,19,21,24,18,6,4,1,7,0,0,6,0,0,1,0,3,0,0,1,0,0,0,0,5,0,2,0,0,0,0,1,0,0,0.25,0,0.75,0,0,1,0,0,0,0,0.714285714,0,0.285714286,0,0,60,27,13,0,FALSE,0,0,0,0,0,0,0,0,0,0.25,0.283333333,0.266666667,0.2,0.222222222,0.185185185,0.259259259,0.333333333,0.307692308,0.230769231,0.153846154,0.307692308,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.6,0.24,0.16,0,0.68,0.2,0.12,0,0.64,0.28,0.08,0,0.48,0.36,0.16,0
22,Young,184,5,NotThePrime,100,9,91,0.09,25,25,25,25,1,2,3,3,0.04,0.08,0.12,0.12,0.52,0.68,0.56,0.64,8,5,7,5,4,10,7,4,4,7,8,6,5,10,2,8,13,17,14,16,12,8,11,9,10,0,2,0,0,6,0,2,0,0,9,0,2,0,0,5,0,4,0,0,0.833333333,0,0.166666667,0,0,0.75,0,0.25,0,0,0.818181818,0,0.181818182,0,0,0.555555556,0,0.444444444,0,0,21,32,24,23,FALSE,0.291139241,5,4,6,8,0.294117647,0.19047619,0.285714286,0.4,0.380952381,0.19047619,0.19047619,0.238095238,0.15625,0.3125,0.21875,0.3125,0.291666667,0.291666667,0.333333333,0.083333333,0.217391304,0.173913043,0.260869565,0.347826087,0.32,0.2,0.28,0.2,0.16,0.4,0.28,0.16,0.16,0.28,0.32,0.24,0.2,0.4,0.08,0.32
23,Young,185,5,NotThePrime,100,41,59,0.41,25,25,25,25,7,18,4,12,0.28,0.72,0.16,0.48,0.88,0.96,0.76,0.76,12,1,0,12,20,2,0,3,10,1,1,13,15,5,1,4,22,24,19,19,3,1,6,6,1,0,2,0,0,1,0,0,0,0,3,1,1,1,0,2,0,4,0,0,0.333333333,0,0.666666667,0,0,1,0,0,0,0,0.5,0.166666667,0.166666667,0.166666667,0,0.333333333,0,0.666666667,0,0,57,9,2,32,FALSE,0.744186047,12,3,13,4,0.923076923,0.6,0.866666667,0.4,0.210526316,0.350877193,0.175438596,0.263157895,0.111111111,0.222222222,0.111111111,0.555555556,0,0,0.5,0.5,0.375,0.09375,0.40625,0.125,0.48,0.04,0,0.48,0.8,0.08,0,0.12,0.4,0.04,0.04,0.52,0.6,0.2,0.04,0.16
24,Young,186,5,NotThePrime,100,35,65,0.35,25,25,25,25,11,11,8,5,0.44,0.44,0.32,0.2,0.6,0.68,0.8,0.68,13,11,1,0,16,8,0,1,11,10,1,3,6,17,0,2,15,17,20,17,10,8,5,8,7,0,3,0,0,5,1,2,0,0,4,0,1,0,0,6,0,2,0,0,0.7,0,0.3,0,0,0.625,0.125,0.25,0,0,0.8,0,0.2,0,0,0.75,0,0.25,0,0,46,46,2,6,FALSE,0.111111111,0,1,3,2,0,0.111111111,0.214285714,0.105263158,0.282608696,0.347826087,0.239130435,0.130434783,0.239130435,0.173913043,0.217391304,0.369565217,0.5,0,0.5,0,0,0.166666667,0.5,0.333333333,0.52,0.44,0.04,0,0.64,0.32,0,0.04,0.44,0.4,0.04,0.12,0.24,0.68,0,0.08
25,Young,187,5,NotThePrime,100,13,87,0.13,25,25,25,25,5,3,4,1,0.2,0.12,0.16,0.04,0.6,0.84,0.72,0.76,9,6,4,6,8,8,6,3,11,7,2,5,5,12,2,6,15,21,18,19,10,4,7,6,1,0,9,0,0,2,0,2,0,0,6,0,1,0,0,5,0,1,0,0,0.1,0,0.9,0,0,0.5,0,0.5,0,0,0.857142857,0,0.142857143,0,0,0.833333333,0,0.166666667,0,0,33,33,14,20,FALSE,0.298507463,6,3,5,6,0.375,0.176470588,0.357142857,0.3,0.272727273,0.242424242,0.333333333,0.151515152,0.181818182,0.242424242,0.212121212,0.363636364,0.285714286,0.428571429,0.142857143,0.142857143,0.3,0.15,0.25,0.3,0.36,0.24,0.16,0.24,0.32,0.32,0.24,0.12,0.44,0.28,0.08,0.2,0.2,0.48,0.08,0.24
